date,department_name,department_ID,department_hierarchy_id,department_type,department_url,category_name,category_ID,category_hierarchy_ID,category_type,category_url,category_legislative_ID,category_legislative_name,aisle_name,aise_ID,aisle_hierarchy_ID,aisle_type,aisle_url,aisle_child,shelve_name,shelve_ID,shleve_hierarchy_ID,shelve_type,shelve_url,aisle_ID,shelve_hierarchy_ID
2024-06-14,Chilled Food,15,1215660378320,,,"Pizza, Pasta & Garlic Bread",1517,1215660378320-1215661254820,dept,,11,Pizza,Oven Trays,151713.0,1215660378320-1215661254820-1215686353355,aisle,,[],,15171399,,,,,
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Party Food,,1215660378320-1215661251124-1215684261427,aisle,,,Party Food,15181010,,shelf,,151810.0,1215660378320-1215661251124-1215684261427-1215684261428
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Party Food,,1215660378320-1215661251124-1215684261427,aisle,,,2 for £3.50 Party Food,15181011,,shelf,,151810.0,1215660378320-1215661251124-1215684261427-1215680551340
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Party Food,,1215660378320-1215661251124-1215684261427,aisle,,,Party Tableware,15181012,,shelf,,151810.0,1215660378320-1215661251124-1215684261427-1215579338386
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Pork Pies & Scotch Eggs,,1215660378320-1215661251124-1215685642830,aisle,,,Pork Pies,15181110,,shelf,,151811.0,1215660378320-1215661251124-1215685642830-910000976453
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Pork Pies & Scotch Eggs,,1215660378320-1215661251124-1215685642830,aisle,,,Scotch Eggs,15181111,,shelf,,151811.0,1215660378320-1215661251124-1215685642830-1215685721109
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Sausage Rolls & Cocktail Sausages,,1215660378320-1215661251124-1215663358403,aisle,,,2 for £3.50 Party Food,15181210,,shelf,,151812.0,1215660378320-1215661251124-1215663358403-1215680551340
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Sausage Rolls & Cocktail Sausages,,1215660378320-1215661251124-1215663358403,aisle,,,Sausage Rolls,15181211,,shelf,,151812.0,1215660378320-1215661251124-1215663358403-910000977186
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Sausage Rolls & Cocktail Sausages,,1215660378320-1215661251124-1215663358403,aisle,,,Cheese & Vegetarian Rolls,15181212,,shelf,,151812.0,1215660378320-1215661251124-1215663358403-1215685642832
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Sausage Rolls & Cocktail Sausages,,1215660378320-1215661251124-1215663358403,aisle,,,Cocktail Sausages,15181213,,shelf,,151812.0,1215660378320-1215661251124-1215663358403-910000976811
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Coleslaw, Dips, Fillers & Salads",,1215660378320-1215661251124-1215663358487,aisle,,,Sandwich Fillers,15181310,,shelf,,151813.0,1215660378320-1215661251124-1215663358487-910000976676
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Coleslaw, Dips, Fillers & Salads",,1215660378320-1215661251124-1215663358487,aisle,,,Chilled Dips,15181311,,shelf,,151813.0,1215660378320-1215661251124-1215663358487-910000976498
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Coleslaw, Dips, Fillers & Salads",,1215660378320-1215661251124-1215663358487,aisle,,,Prepared & Side Salads,15181312,,shelf,,151813.0,1215660378320-1215661251124-1215663358487-1215351872294
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Pies, Quiche & Pasties",,1215660378320-1215661251124-910000975617,aisle,,,Pies,15181410,,shelf,,151814.0,1215660378320-1215661251124-910000975617-910001112643
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Pies, Quiche & Pasties",,1215660378320-1215661251124-910000975617,aisle,,,Pasties & Slices,15181411,,shelf,,151814.0,1215660378320-1215661251124-910000975617-910000977240
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Pies, Quiche & Pasties",,1215660378320-1215661251124-910000975617,aisle,,,Quiche & Tarts,15181412,,shelf,,151814.0,1215660378320-1215661251124-910000975617-910000976219
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Tapas, Olives & Antipasti",,1215660378320-1215661251124-1215678254295,aisle,,,Tapas & Antipasti,15181510,,shelf,,151815.0,1215660378320-1215661251124-1215678254295-910000975861
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,"Tapas, Olives & Antipasti",,1215660378320-1215661251124-1215678254295,aisle,,,Olives,15181511,,shelf,,151815.0,1215660378320-1215661251124-1215678254295-910000976650
2024-06-14,Chilled Food,15,1215660378320,,,"Party Food, Pies, Salads & Dips",1518,1215660378320-1215661251124,dept,,,,Exceptional,151816.0,1215660378320-1215661251124-1215685961676,aisle,,[],,15181699,,,,,
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,"Sandwiches, Snacks & Drinks",,1215660378320-1215661252829-1215663358571,aisle,,,"Sandwiches, Salads & Sushi",15191010,,shelf,,151910.0,1215660378320-1215661252829-1215663358571-1215684961185
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,"Sandwiches, Snacks & Drinks",,1215660378320-1215661252829-1215663358571,aisle,,,Snacks,15191011,,shelf,,151910.0,1215660378320-1215661252829-1215663358571-1215351872455
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,"Sandwiches, Snacks & Drinks",,1215660378320-1215661252829-1215663358571,aisle,,,Drinks,15191012,,shelf,,151910.0,1215660378320-1215661252829-1215663358571-1215351872399
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,"Sandwiches, Snacks & Drinks",,1215660378320-1215661252829-1215663358571,aisle,,,Microwaveable Snacks,15191013,,shelf,,151910.0,1215660378320-1215661252829-1215663358571-1215684961186
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,2 for £3.50 Party Food,15191110,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215680551340
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,"Pork, Chicken & Beef Snacks",15191111,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215341841296
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Cheese Snacking,15191112,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215341830101
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Cheese Strips & Dunkers,15191113,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215341810541
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Pasties & Slices,15191114,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-910000977240
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Sausage Rolls,15191115,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-910000977186
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Kids Yogurts & Fromage Frais,15191116,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-910000976085
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Pork Pies,15191117,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-910000976453
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Cheese Triangles,15191118,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215341810482
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Cocktail Sausages,15191119,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-910000976811
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Snacking Fruit,15191120,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215684711122
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Kids Juice & Smoothies,15191121,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215540069239
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Snacking & Lunch Box,,1215660378320-1215661252829-1215663403916,aisle,,,Lunch Boxes & Bags,15191122,,shelf,,151911.0,1215660378320-1215661252829-1215663403916-1215187059249
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,100 Calorie Zone,,1215660378320-1215661252829-1215684831109,aisle,,,100 Calorie Snacks,15191210,,shelf,,151912.0,1215660378320-1215661252829-1215684831109-1215684831122
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,100 Calorie Zone,,1215660378320-1215661252829-1215684831109,aisle,,,100 Calorie Treats,15191211,,shelf,,151912.0,1215660378320-1215661252829-1215684831109-1215684831123
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,100 Calorie Zone,,1215660378320-1215661252829-1215684831109,aisle,,,Kids Yogurts & Drinks,15191212,,shelf,,151912.0,1215660378320-1215661252829-1215684831109-1215684941109
2024-06-14,Chilled Food,15,1215660378320,,,"Sandwiches, Snacks & Drinks",1519,1215660378320-1215661252829,dept,,,,Lunch Ideas,151913.0,1215660378320-1215661252829-1215686353377,aisle,,[],,15191399,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,3 for £10 Frozen Meat,161010.0,1215338621416-1215666947082-1215685481173,aisle,,[],,16101099,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Chicken & Turkey,,1215338621416-1215666947082-1215685961752,aisle,,,Breaded Fillets & Grills,16101110,,shelf,,161011.0,1215338621416-1215666947082-1215685961752-1215339375971
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Chicken & Turkey,,1215338621416-1215666947082-1215685961752,aisle,,,"Nuggets, Dippers & Shapes",16101111,,shelf,,161011.0,1215338621416-1215666947082-1215685961752-1215339376032
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Chicken & Turkey,,1215338621416-1215666947082-1215685961752,aisle,,,Kievs & Burgers,16101112,,shelf,,161011.0,1215338621416-1215666947082-1215685961752-1215339380600
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Chicken & Turkey,,1215338621416-1215666947082-1215685961752,aisle,,,"Breasts, Drumsticks & Portions",16101113,,shelf,,161011.0,1215338621416-1215666947082-1215685961752-1215339375786
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Chicken & Turkey,,1215338621416-1215666947082-1215685961752,aisle,,,Oven Trays,16101114,,shelf,,161011.0,1215338621416-1215666947082-1215685961752-1215334522607
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Sausages & Burgers,161012.0,1215338621416-1215666947082-1215685961753,aisle,,[],,16101299,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,"Frozen Beef, Lamb & Pork",161013.0,1215338621416-1215666947082-1215685961754,aisle,,[],,16101399,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Mince,161014.0,1215338621416-1215666947082-1215685961755,aisle,,[],,16101499,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Roasting Joints & Sides,,1215338621416-1215666947082-1215685961756,aisle,,,Pigs In Blankets & Stuffing,16101510,,shelf,,161015.0,1215338621416-1215666947082-1215685961756-910000975891
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Roasting Joints & Sides,,1215338621416-1215666947082-1215685961756,aisle,,,Oven Trays,16101511,,shelf,,161015.0,1215338621416-1215666947082-1215685961756-1215334522607
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Fish,,1215338621416-1215666947082-1215685961757,aisle,,,Battered & Breaded Fish,16101610,,shelf,,161016.0,1215338621416-1215666947082-1215685961757-910000977050
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Fish,,1215338621416-1215666947082-1215685961757,aisle,,,Fish Fingers & Shapes,16101611,,shelf,,161016.0,1215338621416-1215666947082-1215685961757-910001112636
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Fish,,1215338621416-1215666947082-1215685961757,aisle,,,Frozen Fish Fillets,16101612,,shelf,,161016.0,1215338621416-1215666947082-1215685961757-910001112641
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Fish,,1215338621416-1215666947082-1215685961757,aisle,,,Oven Trays,16101613,,shelf,,161016.0,1215338621416-1215666947082-1215685961757-1215334522607
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Prawns & Seafood,,1215338621416-1215666947082-1215685961758,aisle,,,Frozen Prawns & Seafood,16101710,,shelf,,161017.0,1215338621416-1215666947082-1215685961758-910000977249
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Frozen Prawns & Seafood,,1215338621416-1215666947082-1215685961758,aisle,,,Scampi,16101711,,shelf,,161017.0,1215338621416-1215666947082-1215685961758-1215339380750
2024-06-14,Frozen Food,16,1215338621416,,,"Chicken, Meat & Fish",1610,1215338621416-1215666947082,dept,,,,Scratch Cook From Frozen,161018.0,1215338621416-1215666947082-1215686351371,aisle,,[],,16101899,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Vegetables,1611,1215338621416-1215338747117,dept,,,,Frozen Peas & Sweetcorn,161110.0,1215338621416-1215338747117-1215685961785,aisle,,[],,16111099,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Vegetables,1611,1215338621416-1215338747117,dept,,,,Frozen Herbs,161111.0,1215338621416-1215338747117-1215686355899,aisle,,[],,16111199,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Vegetables,1611,1215338621416-1215338747117,dept,,,,Frozen Fruit & Ice,,1215338621416-1215338747117-1215338749548,aisle,,,5 a Day Frozen Fruit & Vegetables,16111210,,shelf,,161112.0,1215338621416-1215338747117-1215338749548-1215685991897
2024-06-14,Frozen Food,16,1215338621416,,,Vegetables,1611,1215338621416-1215338747117,dept,,,,Frozen Fruit & Ice,,1215338621416-1215338747117-1215338749548,aisle,,,Frozen Fruit & Smoothie Mixes,16111211,,shelf,,161112.0,1215338621416-1215338747117-1215338749548-910000976923
2024-06-14,Frozen Food,16,1215338621416,,,Vegetables,1611,1215338621416-1215338747117,dept,,,,Scratch Cook from Frozen,161113.0,1215338621416-1215338747117-1215685941837,aisle,,[],,16111399,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Vegetables,1611,1215338621416-1215338747117,dept,,,,5 a Day Frozen Fruit & Vegetables,161114.0,1215338621416-1215338747117-1215685991896,aisle,,[],,16111499,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,Chips & Fries,161210.0,1215338621416-1215338621577-1215685961760,aisle,,[],,16121099,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,"Waffles, Shapes & Wedges",161211.0,1215338621416-1215338621577-1215685961761,aisle,,[],,16121199,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,Microwave Chips,161212.0,1215338621416-1215338621577-1215685961763,aisle,,[],,16121299,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,Croquettes & Hash Browns,161213.0,1215338621416-1215338621577-1215685961765,aisle,,[],,16121399,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,Jacket Potatoes,161214.0,1215338621416-1215338621577-1215685961766,aisle,,[],,16121499,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,Yorkshire Puddings & Sides,161215.0,1215338621416-1215338621577-1215339078919,aisle,,[],,16121599,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Chips, Potatoes & Sides",1612,1215338621416-1215338621577,dept,,,,Oven Trays,161216.0,1215338621416-1215338621577-1215686353355,aisle,,[],,16121699,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Frozen Thin Crust Pizza,161310.0,1215338621416-1215338747245-1215685961777,aisle,,[],,16131099,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Frozen Deep Pan Pizza,161311.0,1215338621416-1215338747245-1215685961778,aisle,,[],,16131199,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Frozen Takeaway & Stuffed Crust Pizza,161312.0,1215338621416-1215338747245-1215686354083,aisle,,[],,16131299,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,"Frozen Snacking, Kids & Mini Pizza",161313.0,1215338621416-1215338747245-1215685961780,aisle,,[],,16131399,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Frozen Vegetarian & Vegan Pizza,,1215338621416-1215338747245-1215685961781,aisle,,,Frozen Vegetarian Pizza,16131410,,shelf,,161314.0,1215338621416-1215338747245-1215685961781-1215685451109
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Frozen Vegetarian & Vegan Pizza,,1215338621416-1215338747245-1215685961781,aisle,,,Frozen Vegan Pizza,16131411,,shelf,,161314.0,1215338621416-1215338747245-1215685961781-1215686354085
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Frozen Party Food,161315.0,1215338621416-1215338747245-1215339071420,aisle,,[],,16131599,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,"Pizza, Garlic Bread & Party",1613,1215338621416-1215338747245,dept,,11,Pizza,Oven Trays,161316.0,1215338621416-1215338747245-1215686353355,aisle,,[],,16131699,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Pies & Ready Meals,1614,1215338621416-1215338748688,dept,,,,The Pie Shop,161410.0,1215338621416-1215338748688-1215339093547,aisle,,[],,16141099,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Pies & Ready Meals,1614,1215338621416-1215338748688,dept,,,,View All Ready Meals,161411.0,1215338621416-1215338748688-1215685962175,aisle,,[],,16141199,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Pies & Ready Meals,1614,1215338621416-1215338748688,dept,,,,Frozen Traditional Meals,161412.0,1215338621416-1215338748688-1215685961771,aisle,,[],,16141299,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Pies & Ready Meals,1614,1215338621416-1215338748688,dept,,,,Frozen Italian Meals,161413.0,1215338621416-1215338748688-1215685961773,aisle,,[],,16141399,,,,,
2024-06-14,Frozen Food,16,1215338621416,,,Pies & Ready Meals,1614,1215338621416-1215338748688,dept,,,,Frozen Indian Meals,161414.0,1215338621416-1215338748688-1215685961774,aisle,,[],,16141499,,,,,
